"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"울산광역시","외국인-남자[명]","명","19321","18160","16354","16532","17419","15847","14779","15694","20500","23713",
"울산광역시","외국인-여자[명]","명","10539","10632","10247","10630","11185","11048","10609","10658","11170","11480",
"울산광역시","가구-계[가구]","가구","434058","435829","437889","439930","445731","452995","460289","462748","467842","473979",
"울산광역시","일반가구[가구]","가구","423412","426027","428720","431391","437094","444087","451432","453998","458129","462342",
"울산광역시","집단가구[가구]","가구","239","198","221","243","234","235","245","264","274","309",
"울산광역시","외국인가구[가구]","가구","10407","9604","8948","8296","8403","8673","8612","8486","9439","11328",
"울산광역시","주택_계[호]","호","357674","361273","371300","379741","391596","394634","396893","400155","405885","411508",
"울산광역시","주택_단독주택[호]","호","66190","66653","67247","66764","66107","65747","65341","64875","64589","64075",
"울산광역시","주택_아파트[호]","호","253010","256003","264440","273230","286234","289432","291892","295539","301668","307911",
"울산광역시","주택_연립주택[호]","호","7564","7575","8030","8080","7900","7996","8319","8536","8461","8490",
"울산광역시","주택_다세대주택[호]","호","24585","24838","25102","25226","24809","24781","24691","24519","24461","24338",
"울산광역시","주택_비주거용 건물 내 주택[호]","호","6325","6204","6481","6441","6546","6678","6650","6686","6706","6694",
"울산광역시","주택 이외의 거처_계[호]","호","7444","9235","10119","10518","11446","12763","14054","14755","15229","15680",
"읍부","총인구[명]","명","154247","153175","152775","170611","171448","190747","191057","190448","189653","190602",
"읍부","남자[명]","명","81063","80504","80370","89508","89957","99367","99753","99518","99378","100229",
"읍부","여자[명]","명","73184","72671","72405","81103","81491","91380","91304","90930","90275","90373",
"읍부","내국인-계[명]","명","147106","146182","146362","163796","164125","183302","183736","183014","181331","181701",
"읍부","내국인-남자[명]","명","76341","75953","76197","85151","85278","94780","95255","94993","94105","94426",
"읍부","내국인-여자[명]","명","70765","70229","70165","78645","78847","88522","88481","88021","87226","87275",
"읍부","외국인-계[명]","명","7141","6993","6413","6815","7323","7445","7321","7434","8322","8901",
"읍부","외국인-남자[명]","명","4722","4551","4173","4357","4679","4587","4498","4525","5273","5803",
"읍부","외국인-여자[명]","명","2419","2442","2240","2458","2644","2858","2823","2909","3049","3098",
"읍부","가구-계[가구]","가구","54435","54231","54801","62696","64098","75217","77025","77911","78529","80069",
"읍부","일반가구[가구]","가구","51532","51560","52436","60260","61634","72478","74285","75151","75558","76843",
"읍부","집단가구[가구]","가구","28","32","31","34","36","40","45","49","55","58",
"읍부","외국인가구[가구]","가구","2875","2639","2334","2402","2428","2699","2695","2711","2916","3168",
"읍부","주택_계[호]","호","47019","47233","48891","56848","59259","68156","68388","69373","69395","71579",
"읍부","주택_단독주택[호]","호","8262","8318","8445","9838","9840","11632","11574","11588","11546","11530",
"읍부","주택_아파트[호]","호","34322","34450","35859","42233","44709","50651","50652","51586","51622","53836",
"읍부","주택_연립주택[호]","호","1191","1185","1205","1207","1139","1207","1453","1453","1453","1423",
"읍부","주택_다세대주택[호]","호","2499","2539","2578","2725","2723","3590","3593","3610","3626","3637",
"읍부","주택_비주거용 건물 내 주택[호]","호","745","741","804","845","848","1076","1116","1136","1148","1153",
"읍부","주택 이외의 거처_계[호]","호","812","988","912","1119","1033","1763","2093","2375","2452","2570",
"면부","총인구[명]","명","68492","68931","69389","54223","55053","34303","33107","33406","33719","33662",
"면부","남자[명]","명","35791","35921","36262","28658","29048","18372","17526","17675","18025","18210",
"면부","여자[명]","명","32701","33010","33127","25565","26005","15931","15581","15731","15694","15452",
"면부","내국인-계[명]","명","64895","65409","66134","51182","51900","32152","31209","31443","31313","30898",
"면부","내국인-남자[명]","명","32989","33156","33725","26184","26482","16519","15921","16010","15942","15767",
"면부","내국인-여자[명]","명","31906","32253","32409","24998","25418","15633","15288","15433","15371","15131",
"면부","외국인-계[명]","명","3597","3522","3255","3041","3153","2151","1898","1963","2406","2764",
"면부","외국인-남자[명]","명","2802","2765","2537","2474","2566","1853","1605","1665","2083","2443",
"면부","외국인-여자[명]","명","795","757","718","567","587","298","293","298","323","321",
"면부","가구-계[가구]","가구","27421","27951","28591","22666","23386","14796","15057","15247","15388","15590",
"면부","일반가구[가구]","가구","26523","27107","27777","22018","22760","14358","14640","14819","14893","14995",
"면부","집단가구[가구]","가구","48","45","52","59","55","46","43","48","47","54",
"면부","외국인가구[가구]","가구","850","799","762","589","571","392","374","380","448","541",
"면부","주택_계[호]","호","26162","26373","27663","22458","23734","15024","15110","15198","15274","15887",
"면부","주택_단독주택[호]","호","12642","12772","13082","11829","11938","10169","10249","10341","10415","10444",
"면부","주택_아파트[호]","호","11182","11206","11736","8012","9151","3272","3280","3282","3282","3860",
"면부","주택_연립주택[호]","호","415","415","799","799","799","731","731","712","712","712",
"면부","주택_다세대주택[호]","호","1334","1414","1452","1314","1326","459","459","459","459","459",
"면부","주택_비주거용 건물 내 주택[호]","호","589","566","594","504","520","393","391","404","406","412",
"면부","주택 이외의 거처_계[호]","호","1019","1430","1471","1351","1542","1068","1077","1114","1173","1201",
"동부","총인구[명]","명","943876","943927","934913","925282","917191","910373","896589","886662","884060","882631",
"동부","남자[명]","명","490070","489193","483461","477629","472960","468239","460928","455887","456103","457125",
"동부","여자[명]","명","453806","454734","451452","447653","444231","442134","435661","430775","427957","425506",
"동부","내국인-계[명]","명","924754","925650","917980","907976","899063","893074","880420","869707","863118","859103",
"동부","내국인-남자[명]","명","478273","478349","473817","467928","462786","458832","452252","446383","442959","441658",
"동부","내국인-여자[명]","명","446481","447301","444163","440048","436277","434242","428168","423324","420159","417445",
"동부","외국인-계[명]","명","19122","18277","16933","17306","18128","17299","16169","16955","20942","23528",
"동부","외국인-남자[명]","명","11797","10844","9644","9701","10174","9407","8676","9504","13144","15467",
"동부","외국인-여자[명]","명","7325","7433","7289","7605","7954","7892","7493","7451","7798","8061",
"동부","가구-계[가구]","가구","352202","353647","354497","354568","358247","362982","368207","369590","373925","378320",
"동부","일반가구[가구]","가구","345357","347360","348507","349113","352700","357251","362507","364028","367678","370504",
"동부","집단가구[가구]","가구","163","121","138","150","143","149","157","167","172","197",
"동부","외국인가구[가구]","가구","6682","6166","5852","5305","5404","5582","5543","5395","6075","7619",
"동부","주택_계[호]","호","284493","287667","294746","300435","308603","311454","313395","315584","321216","324042",
"동부","주택_단독주택[호]","호","45286","45563","45720","45097","44329","43946","43518","42946","42628","42101",
"동부","주택_아파트[호]","호","207506","210347","216845","222985","232374","235509","237960","240671","246764","250215",
"동부","주택_연립주택[호]","호","5958","5975","6026","6074","5962","6058","6135","6371","6296","6355",
"동부","주택_다세대주택[호]","호","20752","20885","21072","21187","20760","20732","20639","20450","20376","20242",
"동부","주택_비주거용 건물 내 주택[호]","호","4991","4897","5083","5092","5178","5209","5143","5146","5152","5129",
"동부","주택 이외의 거처_계[호]","호","5613","6817","7736","8048","8871","9932","10884","11266","11604","11909",
"중구","총인구[명]","명","236988","236954","233343","227054","219428","214147","209555","204622","203534","203766",
"중구","남자[명]","명","120967","120843","118977","115519","111433","108242","105796","103223","102721","102986",
"중구","여자[명]","명","116021","116111","114366","111535","107995","105905","103759","101399","100813","100780",
"중구","내국인-계[명]","명","234073","233995","230436","224067","216449","211294","206875","202036","200887","201057",
"중구","내국인-남자[명]","명","119576","119459","117671","114211","110164","107065","104710","102177","101590","101786",
