"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"함평군","일반가구[가구]","가구","13542","13400","13528","13412","13434","13538","13724","13772","13808","13804",
"함평군","집단가구[가구]","가구","28","25","28","32","29","36","33","34","37","39",
"함평군","외국인가구[가구]","가구","147","148","181","173","178","146","152","172","231","262",
"함평군","주택_계[호]","호","14461","14455","14522","14661","14693","14777","14913","15072","14987","14918",
"함평군","주택_단독주택[호]","호","13246","13217","13289","13258","13256","13238","13196","13100","13012","12940",
"함평군","주택_아파트[호]","호","734","763","737","889","889","968","1124","1383","1383","1383",
"함평군","주택_연립주택[호]","호","203","203","203","203","232","240","256","256","256","256",
"함평군","주택_다세대주택[호]","호","90","90","88","104","104","112","117","117","117","117",
"함평군","주택_비주거용 건물 내 주택[호]","호","188","182","205","207","212","219","220","216","219","222",
"함평군","주택 이외의 거처_계[호]","호","475","512","545","595","601","639","671","689","722","766",
"영광군","총인구[명]","명","51007","49992","49670","49570","50004","50196","48981","49323","49493","50012",
"영광군","남자[명]","명","25292","24859","24720","24724","25007","25157","24440","24667","24834","25128",
"영광군","여자[명]","명","25715","25133","24950","24846","24997","25039","24541","24656","24659","24884",
"영광군","내국인-계[명]","명","50173","49135","48660","48375","48700","48943","47751","48038","47953","48351",
"영광군","내국인-남자[명]","명","24833","24393","24153","24027","24240","24427","23735","23891","23867","24038",
"영광군","내국인-여자[명]","명","25340","24742","24507","24348","24460","24516","24016","24147","24086","24313",
"영광군","외국인-계[명]","명","834","857","1010","1195","1304","1253","1230","1285","1540","1661",
"영광군","외국인-남자[명]","명","459","466","567","697","767","730","705","776","967","1090",
"영광군","외국인-여자[명]","명","375","391","443","498","537","523","525","509","573","571",
"영광군","가구-계[가구]","가구","21698","21457","21619","21626","21668","22102","22282","22811","22932","23428",
"영광군","일반가구[가구]","가구","21426","21180","21314","21324","21345","21780","21957","22451","22526","22967",
"영광군","집단가구[가구]","가구","35","30","33","36","44","39","36","41","43","48",
"영광군","외국인가구[가구]","가구","237","247","272","266","279","283","289","319","363","413",
"영광군","주택_계[호]","호","22308","22596","22799","22959","23125","23083","22587","23531","23476","24074",
"영광군","주택_단독주택[호]","호","15892","15678","15884","15774","15599","15455","15364","15229","15126","14910",
"영광군","주택_아파트[호]","호","4932","5398","5435","5681","5947","6024","5481","6533","6578","7371",
"영광군","주택_연립주택[호]","호","873","917","833","833","905","921","1049","1065","1065","1085",
"영광군","주택_다세대주택[호]","호","275","275","291","309","309","309","310","326","328","329",
"영광군","주택_비주거용 건물 내 주택[호]","호","336","328","356","362","365","374","383","378","379","379",
"영광군","주택 이외의 거처_계[호]","호","570","687","726","784","835","959","963","1028","1074","1099",
"장성군","총인구[명]","명","42058","41159","41663","41850","42193","41443","40604","40266","40187","40067",
"장성군","남자[명]","명","20966","20621","20843","20976","21369","20969","20446","20367","20486","20459",
"장성군","여자[명]","명","21092","20538","20820","20874","20824","20474","20158","19899","19701","19608",
"장성군","내국인-계[명]","명","40792","39884","40327","40395","40650","40046","39307","38891","38627","38387",
"장성군","내국인-남자[명]","명","20161","19828","20007","20072","20429","20148","19691","19527","19544","19417",
"장성군","내국인-여자[명]","명","20631","20056","20320","20323","20221","19898","19616","19364","19083","18970",
"장성군","외국인-계[명]","명","1266","1275","1336","1455","1543","1397","1297","1375","1560","1680",
"장성군","외국인-남자[명]","명","805","793","836","904","940","821","755","840","942","1042",
"장성군","외국인-여자[명]","명","461","482","500","551","603","576","542","535","618","638",
"장성군","가구-계[가구]","가구","17065","16884","17121","17149","17365","17583","17833","18033","18232","18413",
"장성군","일반가구[가구]","가구","16775","16603","16817","16850","17059","17291","17551","17739","17903","18036",
"장성군","집단가구[가구]","가구","32","20","27","31","28","31","28","28","29","35",
"장성군","외국인가구[가구]","가구","258","261","277","268","278","261","254","266","300","342",
"장성군","주택_계[호]","호","17648","17703","18231","18267","18754","18761","19363","19289","19385","19824",
"장성군","주택_단독주택[호]","호","13488","13501","13725","13746","13799","13791","13790","13784","13794","13780",
"장성군","주택_아파트[호]","호","3424","3449","3735","3732","4136","4133","4684","4592","4676","5146",
"장성군","주택_연립주택[호]","호","435","459","459","483","499","499","531","531","531","511",
"장성군","주택_다세대주택[호]","호","63","63","63","53","58","66","77","94","94","97",
"장성군","주택_비주거용 건물 내 주택[호]","호","238","231","249","253","262","272","281","288","290","290",
"장성군","주택 이외의 거처_계[호]","호","553","579","673","708","695","708","768","790","719","742",
"완도군","총인구[명]","명","48468","48349","48332","48340","48366","48269","47210","46863","47655","48182",
"완도군","남자[명]","명","24624","24784","24865","25092","25336","25277","24724","24825","25801","26560",
"완도군","여자[명]","명","23844","23565","23467","23248","23030","22992","22486","22038","21854","21622",
"완도군","내국인-계[명]","명","46960","46479","46315","45916","45517","45400","44449","43540","42903","42225",
"완도군","내국인-남자[명]","명","23511","23336","23298","23156","23033","22947","22463","22019","21692","21391",
"완도군","내국인-여자[명]","명","23449","23143","23017","22760","22484","22453","21986","21521","21211","20834",
"완도군","외국인-계[명]","명","1508","1870","2017","2424","2849","2869","2761","3323","4752","5957",
"완도군","외국인-남자[명]","명","1113","1448","1567","1936","2303","2330","2261","2806","4109","5169",
"완도군","외국인-여자[명]","명","395","422","450","488","546","539","500","517","643","788",
"완도군","가구-계[가구]","가구","21340","21502","21576","21593","21536","22006","22051","22083","22350","22593",
"완도군","일반가구[가구]","가구","20837","20892","20933","20922","20810","21234","21304","21221","21172","21134",
"완도군","집단가구[가구]","가구","26","18","22","30","31","31","31","35","40","50",
"완도군","외국인가구[가구]","가구","477","592","621","641","695","741","716","827","1138","1409",
"완도군","주택_계[호]","호","21315","21159","21443","21381","21446","22096","22087","22236","22254","22492",
"완도군","주택_단독주택[호]","호","18402","17913","18066","17998","17984","18176","18037","18122","18091","18104",
"완도군","주택_아파트[호]","호","1607","1940","1942","1942","1997","2425","2522","2523","2523","2715",
"완도군","주택_연립주택[호]","호","514","530","591","599","615","615","629","673","713","736",
"완도군","주택_다세대주택[호]","호","342","342","345","345","344","358","376","389","393","405",
"완도군","주택_비주거용 건물 내 주택[호]","호","450","434","499","497","506","522","523","529","534","532",
"완도군","주택 이외의 거처_계[호]","호","735","752","791","877","913","955","1004","1026","1063","1127",
"진도군","총인구[명]","명","29538","29504","29432","29366","29295","29297","29013","28945","29233","29448",
"진도군","남자[명]","명","14648","14867","14921","15065","15134","15042","14970","15093","15492","15715",
"진도군","여자[명]","명","14890","14637","14511","14301","14161","14255","14043","13852","13741","13733",
"진도군","내국인-계[명]","명","28614","28159","28042","27650","27300","27418","27251","26878","26542","26287",
"진도군","내국인-남자[명]","명","13947","13775","13793","13644","13481","13503","13543","13389","13268","13119",
"진도군","내국인-여자[명]","명","14667","14384","14249","14006","13819","13915","13708","13489","13274","13168",
"진도군","외국인-계[명]","명","924","1345","1390","1716","1995","1879","1762","2067","2691","3161",
"진도군","외국인-남자[명]","명","701","1092","1128","1421","1653","1539","1427","1704","2224","2596",
"진도군","외국인-여자[명]","명","223","253","262","295","342","340","335","363","467","565",
"진도군","가구-계[가구]","가구","13566","13587","13733","13645","13597","13883","14086","14138","14263","14328",
"진도군","일반가구[가구]","가구","13217","13173","13283","13185","13090","13400","13616","13616","13647","13637",
"진도군","집단가구[가구]","가구","12","7","9","9","12","15","13","17","22","28",
"진도군","외국인가구[가구]","가구","337","407","441","451","495","468","457","505","594","663",
"진도군","주택_계[호]","호","13608","13740","13917","14033","13965","14327","14341","14243","14276","14256",
"진도군","주택_단독주택[호]","호","12225","12323","12405","12378","12272","12241","12167","12069","12024","12000",
"진도군","주택_아파트[호]","호","705","747","794","931","950","1338","1417","1417","1417","1417",
"진도군","주택_연립주택[호]","호","308","308","312","313","337","337","337","337","408","409",
"진도군","주택_다세대주택[호]","호","180","184","200","202","201","201","202","202","206","206",
"진도군","주택_비주거용 건물 내 주택[호]","호","190","178","206","209","205","210","218","218","221","224",
"진도군","주택 이외의 거처_계[호]","호","347","387","430","453","469","477","510","549","555","555",
"신안군","총인구[명]","명","36235","35789","35592","35639","35432","35138","34000","34148","34858","35572",
"신안군","남자[명]","명","18800","18681","18650","18873","18838","18680","18099","18328","18840","19444",
"신안군","여자[명]","명","17435","17108","16942","16766","16594","16458","15901","15820","16018","16128",
"신안군","내국인-계[명]","명","35418","34969","34705","34628","34274","34098","33019","33015","33336","33585",
"신안군","내국인-남자[명]","명","18278","18145","18057","18174","18020","17980","17433","17500","17705","17914",
"신안군","내국인-여자[명]","명","17140","16824","16648","16454","16254","16118","15586","15515","15631","15671",
"신안군","외국인-계[명]","명","817","820","887","1011","1158","1040","981","1133","1522","1987",
"신안군","외국인-남자[명]","명","522","536","593","699","818","700","666","828","1135","1530",
"신안군","외국인-여자[명]","명","295","284","294","312","340","340","315","305","387","457",
"신안군","가구-계[가구]","가구","16850","16744","16792","16828","16749","16997","17069","17238","17422","17686",
"신안군","일반가구[가구]","가구","16622","16530","16526","16572","16481","16742","16798","16946","17055","17248",
"신안군","집단가구[가구]","가구","37","30","38","39","36","34","34","41","37","47",
"신안군","외국인가구[가구]","가구","191","184","228","217","232","221","237","251","330","391",
"신안군","주택_계[호]","호","16959","16673","17101","16961","16618","16705","16578","16541","16661","16708",
"신안군","주택_단독주택[호]","호","16613","16334","16707","16566","16197","16275","16133","16069","16111","16149",
"신안군","주택_아파트[호]","호","20","20","20","20","20","20","39","39","110","110",
"신안군","주택_연립주택[호]","호","72","72","72","72","100","100","100","100","100","100",
"신안군","주택_다세대주택[호]","호","50","50","53","54","62","62","62","79","79","89",
"신안군","주택_비주거용 건물 내 주택[호]","호","204","197","249","249","239","248","244","254","261","260",
"신안군","주택 이외의 거처_계[호]","호","402","476","478","535","551","586","638","699","695","745",
"경상북도","총인구[명]","명","2680294","2682169","2677058","2672902","2668154","2644757","2635314","2620373","2589880","2578999",
"경상북도","남자[명]","명","1351037","1354997","1353083","1352869","1352404","1338823","1332376","1327631","1317564","1315750",
"경상북도","여자[명]","명","1329257","1327172","1323975","1320033","1315750","1305934","1302938","1292742","1272316","1263249",
"경상북도","내국인-계[명]","명","2622729","2621463","2613080","2598831","2586314","2570210","2562516","2542225","2498569","2477847",
"경상북도","내국인-남자[명]","명","1314196","1316296","1312917","1306914","1301956","1294138","1289398","1280814","1261328","1252577",
"경상북도","내국인-여자[명]","명","1308533","1305167","1300163","1291917","1284358","1276072","1273118","1261411","1237241","1225270",
"경상북도","외국인-계[명]","명","57565","60706","63978","74071","81840","74547","72798","78148","91311","101152",
"경상북도","외국인-남자[명]","명","36841","38701","40166","45955","50448","44685","42978","46817","56236","63173",
"경상북도","외국인-여자[명]","명","20724","22005","23812","28116","31392","29862","29820","31331","35075","37979",
"경상북도","가구-계[가구]","가구","1078479","1093211","1105213","1113008","1123145","1152097","1178040","1189287","1192294","1204317",
"경상북도","일반가구[가구]","가구","1062724","1076581","1087807","1094534","1102934","1131819","1156645","1166306","1166594","1174597",
"경상북도","집단가구[가구]","가구","1312","979","1118","1185","1201","1182","1219","1217","1256","1399",
"경상북도","외국인가구[가구]","가구","14443","15651","16288","17289","19010","19096","20176","21764","24444","28321",
"경상북도","주택_계[호]","호","995385","1009941","1038274","1060505","1081216","1094306","1103666","1108186","1106957","1128786",
"경상북도","주택_단독주택[호]","호","457157","456724","459095","458601","456513","456538","455892","455997","446542","445445",
"경상북도","주택_아파트[호]","호","449154","461577","485196","507230","529133","541246","551145","555358","564089","586353",
"경상북도","주택_연립주택[호]","호","27799","29091","29782","30016","30223","30673","30721","30833","30785","31174",
"경상북도","주택_다세대주택[호]","호","44533","45793","46456","46705","47074","47264","47146","47167","46807","47006",
"경상북도","주택_비주거용 건물 내 주택[호]","호","16742","16756","17745","17953","18273","18585","18762","18831","18734","18808",
"경상북도","주택 이외의 거처_계[호]","호","26036","29280","31144","32859","33216","34480","35640","36867","36971","37496",
"읍부","총인구[명]","명","605054","606125","605455","605788","606582","617590","647191","647531","640904","676653",
"읍부","남자[명]","명","307935","309209","309249","309749","310685","316441","331348","332277","330727","349874",
"읍부","여자[명]","명","297119","296916","296206","296039","295897","301149","315843","315254","310177","326779",
"읍부","내국인-계[명]","명","586901","587277","585808","582780","581486","594069","623706","622575","611627","643382",
"읍부","내국인-남자[명]","명","295565","296547","296222","294764","294514","301769","316925","316701","311923","328249",
"읍부","내국인-여자[명]","명","291336","290730","289586","288016","286972","292300","306781","305874","299704","315133",
"읍부","외국인-계[명]","명","18153","18848","19647","23008","25096","23521","23485","24956","29277","33271",
"읍부","외국인-남자[명]","명","12370","12662","13027","14985","16171","14672","14423","15576","18804","21625",
"읍부","외국인-여자[명]","명","5783","6186","6620","8023","8925","8849","9062","9380","10473","11646",
"읍부","가구-계[가구]","가구","236671","240122","242960","245219","247459","263643","281175","285065","286956","305890",
"읍부","일반가구[가구]","가구","231957","235122","237805","239739","241575","257403","274529","277928","278975","296348",
"읍부","집단가구[가구]","가구","297","232","273","300","288","296","306","295","319","365",
"읍부","외국인가구[가구]","가구","4417","4768","4882","5180","5596","5944","6340","6842","7662","9177",
"읍부","주택_계[호]","호","218144","223503","228251","236616","242365","251633","263495","265899","267674","290199",
"읍부","주택_단독주택[호]","호","94024","94196","94872","94521","94029","96098","96804","96916","94841","95696",
"읍부","주택_아파트[호]","호","102490","106914","110349","118872","124947","131445","142396","144611","148786","170295",
"읍부","주택_연립주택[호]","호","6416","6654","6804","6815","6868","7224","7263","7269","7233","7320",
"읍부","주택_다세대주택[호]","호","11348","11891","12107","12216","12261","12421","12472","12519","12290","12336",
"읍부","주택_비주거용 건물 내 주택[호]","호","3866","3848","4119","4192","4260","4445","4560","4584","4524","4552",
"읍부","주택 이외의 거처_계[호]","호","5716","6438","6748","6965","6951","7438","7951","8201","8042","8351",
"면부","총인구[명]","명","635226","633468","638462","645300","651493","628901","589004","585666","571538","546945",
"면부","남자[명]","명","316723","317269","320225","325343","329594","317900","295927","295492","290758","280357",
"면부","여자[명]","명","318503","316199","318237","319957","321899","311001","293077","290174","280780","266588",
"면부","내국인-계[명]","명","615520","613095","618010","622549","627307","608001","569916","565089","546906","519625",
"면부","내국인-남자[명]","명","302799","302723","305778","309433","312679","303342","282779","281082","273284","260959",
"면부","내국인-여자[명]","명","312721","310372","312232","313116","314628","304659","287137","284007","273622","258666",
"면부","외국인-계[명]","명","19706","20373","20452","22751","24186","20900","19088","20577","24632","27320",
"면부","외국인-남자[명]","명","13924","14546","14447","15910","16915","14558","13148","14410","17474","19398",
"면부","외국인-여자[명]","명","5782","5827","6005","6841","7271","6342","5940","6167","7158","7922",
"면부","가구-계[가구]","가구","281867","285080","289205","294245","299018","295747","287674","290239","284185","276464",
"면부","일반가구[가구]","가구","277539","280726","284898","290036","294696","291785","283755","286038","279465","270990",
"면부","집단가구[가구]","가구","503","398","462","479","478","485","470","487","499","556",
"면부","외국인가구[가구]","가구","3825","3956","3845","3730","3844","3477","3449","3714","4221","4918",
"면부","주택_계[호]","호","299063","299906","309230","314400","320411","315925","306517","308058","300970","292908",
"면부","주택_단독주택[호]","호","258339","256973","258607","259007","258019","256532","255644","255959","248687","247056",
"면부","주택_아파트[호]","호","27865","29796","36714","41296","47969","45100","36609","37671","38004","31439",
"면부","주택_연립주택[호]","호","4496","4533","4786","4904","4989","4771","4808","4888","4856","4911",
"면부","주택_다세대주택[호]","호","4749","5002","5123","5174","5363","5384","5303","5359","5305","5370",
"면부","주택_비주거용 건물 내 주택[호]","호","3614","3602","4000","4019","4071","4138","4153","4181","4118","4132",
"면부","주택 이외의 거처_계[호]","호","10329","11416","12187","13223","13485","13871","14216","14829","14777","15232",
"동부","총인구[명]","명","1440014","1442576","1433141","1421814","1410079","1398266","1399119","1387176","1377438","1355401",
"동부","남자[명]","명","726379","728519","723609","717777","712125","704482","705101","699862","696079","685519",
"동부","여자[명]","명","713635","714057","709532","704037","697954","693784","694018","687314","681359","669882",
"동부","내국인-계[명]","명","1420308","1421091","1409262","1393502","1377521","1368140","1368894","1354561","1340036","1314840",
"동부","내국인-남자[명]","명","715832","717026","710917","702717","694763","689027","689694","683031","676121","663369",
"동부","내국인-여자[명]","명","704476","704065","698345","690785","682758","679113","679200","671530","663915","651471",
"동부","외국인-계[명]","명","19706","21485","23879","28312","32558","30126","30225","32615","37402","40561",
"동부","외국인-남자[명]","명","10547","11493","12692","15060","17362","15455","15407","16831","19958","22150",
"동부","외국인-여자[명]","명","9159","9992","11187","13252","15196","14671","14818","15784","17444","18411",
"동부","가구-계[가구]","가구","559941","568009","573048","573544","576668","592707","609191","613983","621153","621963",
"동부","일반가구[가구]","가구","553228","560733","565104","564759","566663","582631","598361","602340","608154","607259",
"동부","집단가구[가구]","가구","512","349","383","406","435","401","443","435","438","478",
"동부","외국인가구[가구]","가구","6201","6927","7561","8379","9570","9675","10387","11208","12561","14226",
"동부","주택_계[호]","호","478178","486532","500793","509489","518440","526748","533654","534229","538313","545679",
"동부","주택_단독주택[호]","호","104794","105555","105616","105073","104465","103908","103444","103122","103014","102693",
"동부","주택_아파트[호]","호","318799","324867","338133","347062","356217","364701","372140","373076","377299","384619",
"동부","주택_연립주택[호]","호","16887","17904","18192","18297","18366","18678","18650","18676","18696","18943",
"동부","주택_다세대주택[호]","호","28436","28900","29226","29315","29450","29459","29371","29289","29212","29300",
"동부","주택_비주거용 건물 내 주택[호]","호","9262","9306","9626","9742","9942","10002","10049","10066","10092","10124",
"동부","주택 이외의 거처_계[호]","호","9991","11426","12209","12671","12780","13171","13473","13837","14152","13913",
"포항시","총인구[명]","명","511804","510360","506909","504382","502064","501109","501251","496608","493394","493075",
"포항시","남자[명]","명","259502","258761","256835","255904","254874","254268","254482","252637","251591","251998",
"포항시","여자[명]","명","252302","251599","250074","248478","247190","246841","246769","243971","241803","241077",
"포항시","내국인-계[명]","명","505945","504416","500597","496719","493476","492896","493210","488155","484055","483350",
"포항시","내국인-남자[명]","명","255953","255155","253038","251280","249770","249555","249846","247578","245741","245783",
"포항시","내국인-여자[명]","명","249992","249261","247559","245439","243706","243341","243364","240577","238314","237567",
"포항시","외국인-계[명]","명","5859","5944","6312","7663","8588","8213","8041","8453","9339","9725",
"포항시","외국인-남자[명]","명","3549","3606","3797","4624","5104","4713","4636","5059","5850","6215",
"포항시","외국인-여자[명]","명","2310","2338","2515","3039","3484","3500","3405","3394","3489","3510",
"포항시","가구-계[가구]","가구","198722","200872","201762","203279","204305","209373","215409","216673","218848","222087",
"포항시","일반가구[가구]","가구","197027","199175","200102","201456","202492","207459","213410","214645","216729","219703",
"포항시","집단가구[가구]","가구","145","109","117","142","136","140","156","150","149","167",
"포항시","외국인가구[가구]","가구","1550","1588","1543","1681","1677","1774","1843","1878","1970","2217",
"포항시","주택_계[호]","호","184062","185782","188384","194123","198062","201611","201687","202515","205580","213387",
"포항시","주택_단독주택[호]","호","46890","46756","47206","46949","46326","46350","46018","45916","45755","45425",
"포항시","주택_아파트[호]","호","114319","115722","117525","123453","127997","131204","131648","132554","135755","143873",
"포항시","주택_연립주택[호]","호","7809","8103","8321","8369","8357","8650","8617","8618","8623","8627",
"포항시","주택_다세대주택[호]","호","11377","11445","11452","11416","11403","11407","11376","11405","11408","11411",
"포항시","주택_비주거용 건물 내 주택[호]","호","3667","3756","3880","3936","3979","4000","4028","4022","4039","4051",
"포항시","주택 이외의 거처_계[호]","호","2920","3241","3392","3508","3573","3657","3824","3898","3952","3954",
"남구","총인구[명]","명","243870","242145","239044","236268","233172","228937","228869","227243","226936","222544",
"남구","남자[명]","명","126467","125688","124208","123019","121579","119250","119399","118920","119176","117070",
"남구","여자[명]","명","117403","116457","114836","113249","111593","109687","109470","108323","107760","105474",
"남구","내국인-계[명]","명","240370","238561","235497","232212","228741","224781","224701","222729","221807","217247",
"남구","내국인-남자[명]","명","124175","123331","121880","120317","118681","116627","116756","115970","115692","113382",
"남구","내국인-여자[명]","명","116195","115230","113617","111895","110060","108154","107945","106759","106115","103865",
"남구","외국인-계[명]","명","3500","3584","3547","4056","4431","4156","4168","4514","5129","5297",
"남구","외국인-남자[명]","명","2292","2357","2328","2702","2898","2623","2643","2950","3484","3688",
"남구","외국인-여자[명]","명","1208","1227","1219","1354","1533","1533","1525","1564","1645","1609",
"남구","가구-계[가구]","가구","95907","96375","96259","96464","96157","97063","100220","100969","102633","102338",
"남구","일반가구[가구]","가구","94869","95318","95269","95390","95137","96024","99133","99834","101417","100981",
"남구","집단가구[가구]","가구","66","44","50","65","58","69","75","71","79","89",
"남구","외국인가구[가구]","가구","972","1013","940","1009","962","970","1012","1064","1137","1268",
"남구","주택_계[호]","호","84483","84952","86594","88277","89247","89851","89572","90463","92119","94285",
"남구","주택_단독주택[호]","호","24403","24229","24563","24359","23860","23826","23607","23574","23520","23374",
"남구","주택_아파트[호]","호","46666","47150","48198","50061","51430","52043","52019","52930","54634","56927",
"남구","주택_연립주택[호]","호","4011","4135","4334","4364","4434","4456","4428","4428","4431","4452",
"남구","주택_다세대주택[호]","호","7603","7607","7616","7574","7576","7579","7554","7568","7569","7567",
"남구","주택_비주거용 건물 내 주택[호]","호","1800","1831","1883","1919","1947","1947","1964","1963","1965","1965",
"남구","주택 이외의 거처_계[호]","호","1384","1481","1551","1605","1760","1823","1913","1925","1973","1981",
"북구","총인구[명]","명","267934","268215","267865","268114","268892","272172","272382","269365","266458","270531",
"북구","남자[명]","명","133035","133073","132627","132885","133295","135018","135083","133717","132415","134928",
"북구","여자[명]","명","134899","135142","135238","135229","135597","137154","137299","135648","134043","135603",
"북구","내국인-계[명]","명","265575","265855","265100","264507","264735","268115","268509","265426","262248","266103",
"북구","내국인-남자[명]","명","131778","131824","131158","130963","131089","132928","133090","131608","130049","132401",
"북구","내국인-여자[명]","명","133797","134031","133942","133544","133646","135187","135419","133818","132199","133702",
"북구","외국인-계[명]","명","2359","2360","2765","3607","4157","4057","3873","3939","4210","4428",
"북구","외국인-남자[명]","명","1257","1249","1469","1922","2206","2090","1993","2109","2366","2527",
"북구","외국인-여자[명]","명","1102","1111","1296","1685","1951","1967","1880","1830","1844","1901",
"북구","가구-계[가구]","가구","102815","104497","105503","106815","108148","112310","115189","115704","116215","119749",
"북구","일반가구[가구]","가구","102158","103857","104833","106066","107355","111435","114277","114811","115312","118722",
"북구","집단가구[가구]","가구","79","65","67","77","78","71","81","79","70","78",
"북구","외국인가구[가구]","가구","578","575","603","672","715","804","831","814","833","949",
"북구","주택_계[호]","호","99579","100830","101790","105846","108815","111760","112115","112052","113461","119102",
"북구","주택_단독주택[호]","호","22487","22527","22643","22590","22466","22524","22411","22342","22235","22051",
"북구","주택_아파트[호]","호","67653","68572","69327","73392","76567","79161","79629","79624","81121","86946",
"북구","주택_연립주택[호]","호","3798","3968","3987","4005","3923","4194","4189","4190","4192","4175",
"북구","주택_다세대주택[호]","호","3774","3838","3836","3842","3827","3828","3822","3837","3839","3844",
"북구","주택_비주거용 건물 내 주택[호]","호","1867","1925","1997","2017","2032","2053","2064","2059","2074","2086",
"북구","주택 이외의 거처_계[호]","호","1536","1760","1841","1903","1813","1834","1911","1973","1979","1973",
"경주시","총인구[명]","명","262310","262769","262264","264282","264314","261778","261102","259674","259505","258733",
"경주시","남자[명]","명","133092","133627","133171","134464","134636","132827","132338","131678","132204","132153",
"경주시","여자[명]","명","129218","129142","129093","129818","129678","128951","128764","127996","127301","126580",
"경주시","내국인-계[명]","명","251192","250749","249043","248654","246801","246008","245260","243233","241378","239224",
"경주시","내국인-남자[명]","명","125470","125601","124646","124551","123616","123078","122727","121721","120864","119778",
"경주시","내국인-여자[명]","명","125722","125148","124397","124103","123185","122930","122533","121512","120514","119446",
"경주시","외국인-계[명]","명","11118","12020","13221","15628","17513","15770","15842","16441","18127","19509",
"경주시","외국인-남자[명]","명","7622","8026","8525","9913","11020","9749","9611","9957","11340","12375",
"경주시","외국인-여자[명]","명","3496","3994","4696","5715","6493","6021","6231","6484","6787","7134",
"경주시","가구-계[가구]","가구","107047","109282","110811","112245","113433","116452","119140","119353","120672","121937",
"경주시","일반가구[가구]","가구","103686","105400","106533","107484","108194","111247","113760","113877","114793","115464",
"경주시","집단가구[가구]","가구","124","99","113","125","121","104","111","99","115","121",
"경주시","외국인가구[가구]","가구","3237","3783","4165","4636","5118","5101","5269","5377","5764","6352",
"경주시","주택_계[호]","호","96064","97285","100224","106584","109332","109481","110340","110705","112162","113985",
"경주시","주택_단독주택[호]","호","45192","45328","45809","45806","45882","45760","45811","46085","46393","46430",
"경주시","주택_아파트[호]","호","39901","40721","42954","49200","51692","51821","52695","52697","53825","55516",
"경주시","주택_연립주택[호]","호","3383","3525","3538","3558","3603","3606","3525","3542","3542","3567",
"경주시","주택_다세대주택[호]","호","5857","5950","6076","6138","6206","6232","6200","6229","6240","6279",
"경주시","주택_비주거용 건물 내 주택[호]","호","1731","1761","1847","1882","1949","2062","2109","2152","2162","2193",
"경주시","주택 이외의 거처_계[호]","호","3592","4308","4470","4546","4530","4592","4628","4756","4842","4906",
"김천시","총인구[명]","명","137540","139709","140765","139894","139902","139145","137962","137698","137413","136187",
"김천시","남자[명]","명","68528","69796","70240","69916","70085","69808","69158","69099","69117","68702",
"김천시","여자[명]","명","69012","69913","70525","69978","69817","69337","68804","68599","68296","67485",
"김천시","내국인-계[명]","명","135373","137371","138199","136830","136572","135977","134762","134097","133249","131445",
"김천시","내국인-남자[명]","명","67259","68420","68744","68138","68190","68003","67328","67012","66587","65695",
"김천시","내국인-여자[명]","명","68114","68951","69455","68692","68382","67974","67434","67085","66662","65750",
"김천시","외국인-계[명]","명","2167","2338","2566","3064","3330","3168","3200","3601","4164","4742",
"김천시","외국인-남자[명]","명","1269","1376","1496","1778","1895","1805","1830","2087","2530","3007",
"김천시","외국인-여자[명]","명","898","962","1070","1286","1435","1363","1370","1514","1634","1735",
"김천시","가구-계[가구]","가구","54262","55804","57193","57292","58106","60013","61020","62082","62680","62895",
"김천시","일반가구[가구]","가구","53745","55285","56612","56670","57408","59250","60115","61083","61530","61623",
"김천시","집단가구[가구]","가구","95","73","83","89","115","83","99","97","95","105",
"김천시","외국인가구[가구]","가구","422","446","498","533","583","680","806","902","1055","1167",
"김천시","주택_계[호]","호","52946","54798","57293","57455","60340","60378","61002","61174","61246","61944",
"김천시","주택_단독주택[호]","호","26830","26419","26485","26458","26399","26412","26423","26461","26527","26490",
"김천시","주택_아파트[호]","호","23001","25229","27595","27777","30670","30670","31111","31233","31236","31943",
"김천시","주택_연립주택[호]","호","1269","1279","1284","1283","1279","1279","1457","1478","1482","1482",
"김천시","주택_다세대주택[호]","호","970","1000","1007","1012","1056","1064","1049","1047","1047","1077",
"김천시","주택_비주거용 건물 내 주택[호]","호","876","871","922","925","936","953","962","955","954","952",
"김천시","주택 이외의 거처_계[호]","호","1233","1671","2106","2309","2400","2480","2595","2702","2887","2881",
"안동시","총인구[명]","명","168581","167664","165704","162186","160344","159412","158064","156025","154581","153692",
"안동시","남자[명]","명","83170","82775","81894","80331","79503","78996","78040","77217","76516","76360",
"안동시","여자[명]","명","85411","84889","83810","81855","80841","80416","80024","78808","78065","77332",
"안동시","내국인-계[명]","명","167081","166150","164012","160257","158260","157525","156201","153947","151997","150667",
"안동시","내국인-남자[명]","명","82488","82088","81043","79386","78505","78174","77240","76282","75300","74829",
"안동시","내국인-여자[명]","명","84593","84062","82969","80871","79755","79351","78961","77665","76697","75838",
"안동시","외국인-계[명]","명","1500","1514","1692","1929","2084","1887","1863","2078","2584","3025",
"안동시","외국인-남자[명]","명","682","687","851","945","998","822","800","935","1216","1531",
"안동시","외국인-여자[명]","명","818","827","841","984","1086","1065","1063","1143","1368","1494",
"안동시","가구-계[가구]","가구","68214","68662","68732","68486","68783","71424","72329","72567","73018","73759",
